guid,keys,vals,pairs,total
cpb-aacip-293-30prr83h.94095,1.0,1.0,1.0,1.0
cpb-aacip-507-862b854459.101310,0,0,0,0
cpb-aacip-526-3r0pr7nr8r.54510,0,0,0,0
cpb-aacip-0515ac167c0.52290,1.0,1.0,1.0,1.0
cpb-aacip-507-154dn40c26.1890,0,0,0,0
cpb-aacip-526-1j9765bd42.37935,0,0,0,0
cpb-aacip-526-6q1sf2n94w.95700,0,0,0,0
cpb-aacip-507-gm81j9807d.8145,0,0,0,0
cpb-aacip-507-gm81j9807d.53730,0,0,0,0
cpb-aacip-526-dj58c9s78v.25545,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.45930,1.0,1.0,1.0,1.0
cpb-aacip-507-rj48p5w80b.52965,0,0,0,0
cpb-aacip-526-jh3cz33b2z.17505,0,0,0,0
cpb-aacip-221-03cz924b.50325,1.0,1.0,1.0,1.0
cpb-aacip-507-rj48p5w80b.51060,0,0,0,0
cpb-aacip-526-dj58c9s78v.6240,1.0,0.0,0.0,0.0
cpb-aacip-507-gm81j9807d.8055,0,0,0,0
cpb-aacip-526-3r0pr7nr8r.10710,0,0,0,0
cpb-aacip-283-61rfjj43.102840,1.0,1.0,1.0,1.0
cpb-aacip-526-1j9765bd42.50985,0,0,0,0
cpb-aacip-507-154dn40c26.105990,0,0,0,0
cpb-aacip-526-1j9765bd42.57945,0,0,0,0
cpb-aacip-398-00ns1wds.49440,1.0,1.0,1.0,1.0
cpb-aacip-507-154dn40c26.26310,0,0,0,0
cpb-aacip-283-61rfjj43.103305,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.27840,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.5790,0,0,0,0
cpb-aacip-526-r20rr1qt55.45600,1.0,1.0,1.0,1.0
cpb-aacip-259-3n20fq7w.22980,1.0,0.0,0.5714285714285714,0.0
cpb-aacip-526-1j9765bd42.13605,0,0,0,0
cpb-aacip-398-00ns1wds.50400,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.6015,0,0,0,0
cpb-aacip-398-00ns1wds.3735,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.56025,0,0,0,0
cpb-aacip-398-278sfdms.106815,0,0,0,0
cpb-aacip-507-gm81j9807d.56130,0,0,0,0
cpb-aacip-507-6t0gt5g28c.4920,0,0,0,0
cpb-aacip-81-902z3f9j.52650,0,0,0,0
cpb-aacip-0515ac167c0.52470,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.33135,0,0,0,0
cpb-aacip-526-sb3ws8js1h.50355,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.103230,1.0,0.0,0.0,0.0
cpb-aacip-0515ac167c0.52890,0,0,0,0
cpb-aacip-507-862b854459.101685,0,0,0,0
cpb-aacip-0515ac167c0.53640,1.0,1.0,1.0,1.0
cpb-aacip-507-rj48p5w80b.51045,0,0,0,0
cpb-aacip-526-jh3cz33b2z.17715,0,0,0,0
cpb-aacip-507-ms3jw87c9c.6210,0,0,0,0
cpb-aacip-526-1j9765bd42.50955,0,0,0,0
cpb-aacip-507-7h1dj59628.102120,0,0,0,0
cpb-aacip-526-jh3cz33b2z.50760,0,0,0,0
cpb-aacip-283-61rfjj43.38670,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.53505,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.95595,0,0,0,0
cpb-aacip-901dfeea4db.57735,1.0,0.0,0.0,0.0
cpb-aacip-398-00ns1wds.50235,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.107850,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.99885,1.0,1.0,1.0,1.0
cpb-aacip-507-7h1dj59628.7680,0,0,0,0
cpb-aacip-507-gm81j9807d.8955,0,0,0,0
cpb-aacip-901dfeea4db.87585,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.96225,0,0,0,0
cpb-aacip-398-278sfdms.70665,0,0,0,0
cpb-aacip-398-00ns1wds.3165,1.0,1.0,1.0,1.0
cpb-aacip-526-3r0pr7nr8r.53955,0,0,0,0
cpb-aacip-526-sb3ws8js1h.50730,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.51225,0,0,0,0
cpb-aacip-526-dj58c9s78v.1860,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.7260,1.0,1.0,1.0,1.0
cpb-aacip-526-1j9765bd42.58125,0,0,0,0
cpb-aacip-526-r20rr1qt55.101175,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.6285,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.2190,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.53415,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.2520,1.0,1.0,1.0,1.0
cpb-aacip-507-154dn40c26.105855,0,0,0,0
cpb-aacip-507-6t0gt5g28c.54525,0,0,0,0
cpb-aacip-507-gm81j9807d.66645,0,0,0,0
cpb-aacip-41-10wpzpt5.53715,0,0,0,0
cpb-aacip-151-5m6251g16w.21600,1.0,1.0,1.0,1.0
cpb-aacip-507-rj48p5w80b.51030,0,0,0,0
cpb-aacip-526-r20rr1qt55.7350,1.0,0.0,0.0,0.0
cpb-aacip-507-154dn40c26.1965,0,0,0,0
cpb-aacip-526-dj58c9s78v.1950,1.0,1.0,1.0,1.0
cpb-aacip-398-87brvczv.5580,1.0,0.0,0.0,0.0
cpb-aacip-526-sb3ws8js1h.50985,0,0,0,0
cpb-aacip-507-ms3jw87c9c.103845,0,0,0,0
cpb-aacip-526-dj58c9s78v.3960,1.0,0.0,0.0,0.0
cpb-aacip-526-sb3ws8js1h.51030,1.0,1.0,1.0,1.0
cpb-aacip-507-154dn40c26.105270,0,0,0,0
cpb-aacip-507-736m03zh49.105705,1.0,1.0,1.0,1.0
cpb-aacip-507-862b854459.101655,0,0,0,0
cpb-aacip-507-736m03zh49.105450,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.5880,1.0,0.0,0.0,0.0
cpb-aacip-507-736m03zh49.4725,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.105915,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.107040,1.0,1.0,1.0,1.0
cpb-aacip-81-902z3f9j.52395,0,0,0,0
cpb-aacip-507-gm81j9807d.59430,0,0,0,0
cpb-aacip-398-72p5hz1h.18615,0,0,0,0
cpb-aacip-526-jh3cz33b2z.49800,0,0,0,0
cpb-aacip-526-dj58c9s78v.106980,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.96210,0,0,0,0
cpb-aacip-507-7h1dj59628.102150,0,0,0,0
cpb-aacip-526-sb3ws8js1h.50820,0,0,0,0
cpb-aacip-283-61rfjj43.58965,1.0,1.0,1.0,1.0
cpb-aacip-526-3r0pr7nr8r.53910,0,0,0,0
cpb-aacip-507-gm81j9807d.106650,0,0,0,0
cpb-aacip-398-00ns1wds.50835,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.1545,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.60450,1.0,0.0,0.0,0.0
cpb-aacip-526-dj58c9s78v.2580,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.59595,1.0,0.0,0.0,0.0
cpb-aacip-507-gm81j9807d.7245,0,0,0,0
cpb-aacip-526-dj58c9s78v.8250,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.58020,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.101805,0,0,0,0
cpb-aacip-507-154dn40c26.26775,0,0,0,0
cpb-aacip-507-6t0gt5g28c.53670,0,0,0,0
cpb-aacip-526-3r0pr7nr8r.49365,0,0,0,0
cpb-aacip-507-736m03zh49.105960,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.50895,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.104835,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.78885,1.0,1.0,1.0,1.0
cpb-aacip-507-7h1dj59628.13170,0,0,0,0
cpb-aacip-526-sb3ws8js1h.35730,1.0,1.0,1.0,1.0
cpb-aacip-259-ww76x89q.19065,1.0,1.0,1.0,1.0
cpb-aacip-398-57np5q9c.31650,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.1410,1.0,1.0,1.0,1.0
cpb-aacip-131-375tb64j.49035,1.0,0.0,0.0,0.0
cpb-aacip-526-3r0pr7nr8r.54435,0,0,0,0
cpb-aacip-526-sb3ws8js1h.51120,1.0,0.0,0.0,0.0
cpb-aacip-507-gm81j9807d.95640,0,0,0,0
cpb-aacip-507-tq5r786f7w.99735,1.0,1.0,1.0,1.0
cpb-aacip-41-10wpzpt5.53925,0,0,0,0
cpb-aacip-526-r20rr1qt55.105720,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.50370,1.0,1.0,1.0,1.0
cpb-aacip-151-5m6251g16w.21375,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.17475,0,0,0,0
cpb-aacip-526-6q1sf2n94w.95775,0,0,0,0
cpb-aacip-507-gm81j9807d.6555,0,0,0,0
cpb-aacip-526-dj58c9s78v.83115,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.58185,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.50925,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.107865,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.106365,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.49515,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.105240,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.50565,0,0,0,0
cpb-aacip-526-dj58c9s78v.107700,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.45585,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.93255,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.8370,1.0,1.0,1.0,1.0
cpb-aacip-151-5m6251g16w.21270,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.106875,1.0,0.0,0.0,0.0
cpb-aacip-526-sb3ws8js1h.36915,1.0,1.0,1.0,1.0
cpb-aacip-507-154dn40c26.105735,0,0,0,0
cpb-aacip-507-736m03zh49.51390,1.0,1.0,1.0,1.0
cpb-aacip-41-10wpzpt5.2580,0,0,0,0
cpb-aacip-901dfeea4db.2160,1.0,0.0,0.0,0.0
cpb-aacip-507-736m03zh49.93135,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.4770,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.95115,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.49770,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.57765,1.0,1.0,1.0,1.0
cpb-aacip-398-5370s4sx.86205,0,0,0,0
cpb-aacip-398-5370s4sx.86835,0,0,0,0
cpb-aacip-526-th8bg2jm3n.7425,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.104775,0,0,0,0
cpb-aacip-398-278sfdms.70230,0,0,0,0
cpb-aacip-398-00ns1wds.51345,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.93150,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.51165,1.0,1.0,1.0,1.0
cpb-aacip-507-6t0gt5g28c.55455,0,0,0,0
cpb-aacip-221-03cz924b.49710,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.13155,0,0,0,0
cpb-aacip-526-dj58c9s78v.83385,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.17685,0,0,0,0
cpb-aacip-526-dj58c9s78v.4860,1.0,1.0,1.0,1.0
cpb-aacip-526-1j9765bd42.51105,0,0,0,0
cpb-aacip-507-736m03zh49.106275,0.0,0.0,0.0,0.0
cpb-aacip-398-00ns1wds.4200,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.104565,0,0,0,0
cpb-aacip-259-m32n9b08.44190,0,0,0,0
cpb-aacip-507-tq5r786f7w.99810,1.0,1.0,1.0,1.0
cpb-aacip-526-3r0pr7nr8r.53970,0,0,0,0
cpb-aacip-398-00ns1wds.4155,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.83295,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.50610,1.0,1.0,1.0,1.0
cpb-aacip-189-623bk932.50160,0.5,1.0,0.5,0.25
cpb-aacip-507-rj48p5w80b.52095,0,0,0,0
cpb-aacip-526-dj58c9s78v.83730,1.0,1.0,1.0,1.0
cpb-aacip-398-72p5hz1h.18570,0,0,0,0
cpb-aacip-526-dj58c9s78v.1800,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.9225,0,0,0,0
cpb-aacip-398-00ns1wds.4305,1.0,1.0,1.0,1.0
cpb-aacip-526-3r0pr7nr8r.54195,0,0,0,0
cpb-aacip-507-gm81j9807d.56010,0,0,0,0
cpb-aacip-507-gm81j9807d.53520,0,0,0,0
cpb-aacip-526-3r0pr7nr8r.14010,0,0,0,0
cpb-aacip-283-61rfjj43.57750,1.0,1.0,1.0,1.0
cpb-aacip-259-4j09zj5t.46770,0,0,0,0
cpb-aacip-0515ac167c0.53115,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.48750,1.0,1.0,1.0,1.0
cpb-aacip-526-3r0pr7nr8r.53610,0,0,0,0
cpb-aacip-526-sb3ws8js1h.35715,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.55065,0,0,0,0
cpb-aacip-507-gm81j9807d.55905,0,0,0,0
cpb-aacip-507-862b854459.67950,0,0,0,0
cpb-aacip-526-jh3cz33b2z.50235,0,0,0,0
cpb-aacip-526-sb3ws8js1h.50760,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.4965,1.0,1.0,1.0,1.0
cpb-aacip-507-6t0gt5g28c.53895,0,0,0,0
cpb-aacip-0515ac167c0.53070,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.105810,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.48765,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.8445,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.50910,1.0,1.0,1.0,1.0
cpb-aacip-235-5370swqf.33600,0,0,0,0
cpb-aacip-259-3n20fq7w.11175,1.0,1.0,1.0,1.0
cpb-aacip-189-784j16n7.49425,0,0,0,0
cpb-aacip-507-862b854459.101550,0,0,0,0
cpb-aacip-526-dj58c9s78v.82170,1.0,1.0,1.0,1.0
cpb-aacip-81-902z3f9j.52275,0,0,0,0
cpb-aacip-507-154dn40c26.106290,0,0,0,0
cpb-aacip-901dfeea4db.1365,1.0,1.0,1.0,1.0
cpb-aacip-259-3n20fq7w.40920,1.0,0.0,0.0,0.0
cpb-aacip-507-154dn40c26.2025,0,0,0,0
cpb-aacip-526-1j9765bd42.435,0,0,0,0
cpb-aacip-398-00ns1wds.51540,1.0,1.0,1.0,1.0
cpb-aacip-398-5370s4sx.86295,0,0,0,0
cpb-aacip-526-th8bg2jm3n.7335,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.105870,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.59535,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.7305,1.0,1.0,1.0,1.0
cpb-aacip-507-862b854459.101280,0,0,0,0
cpb-aacip-526-dj58c9s78v.28170,1.0,0.0,0.0,0.0
cpb-aacip-507-736m03zh49.105105,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.52005,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.1635,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.50595,0,0,0,0
cpb-aacip-507-ms3jw87c9c.6135,0,0,0,0
cpb-aacip-189-623bk932.50460,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.50700,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.59145,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.1305,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.105645,1.0,1.0,1.0,1.0
cpb-aacip-507-rj48p5w80b.52110,0,0,0,0
cpb-aacip-526-3r0pr7nr8r.53505,0,0,0,0
cpb-aacip-526-dj58c9s78v.107235,1.0,1.0,1.0,1.0
cpb-aacip-259-4x54hm72.10980,0,0,0,0
cpb-aacip-398-00ns1wds.50070,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.83220,1.0,1.0,1.0,1.0
cpb-aacip-507-rj48p5w80b.51945,0,0,0,0
cpb-aacip-283-61rfjj43.103650,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.107640,1.0,1.0,1.0,1.0
cpb-aacip-41-10wpzpt5.53850,0,0,0,0
cpb-aacip-507-6t0gt5g28c.54225,0,0,0,0
cpb-aacip-398-278sfdms.17550,0,0,0,0
cpb-aacip-526-dj58c9s78v.83775,1.0,1.0,1.0,1.0
cpb-aacip-398-278sfdms.10035,0,0,0,0
cpb-aacip-507-gm81j9807d.54915,0,0,0,0
cpb-aacip-526-dj58c9s78v.5730,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.38715,1.0,0.0,0.0,0.0
cpb-aacip-526-dj58c9s78v.107010,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.51255,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.78615,1.0,1.0,1.0,1.0
cpb-aacip-398-72p5hz1h.1740,0,0,0,0
cpb-aacip-901dfeea4db.57990,1.0,1.0,1.0,1.0
cpb-aacip-151-5m6251g16w.21465,1.0,1.0,1.0,1.0
cpb-aacip-41-10wpzpt5.53130,0,0,0,0
cpb-aacip-526-dj58c9s78v.82080,1.0,1.0,1.0,1.0
cpb-aacip-189-623bk932.50430,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.49560,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.103320,0.0,0.0,0.0,0.0
cpb-aacip-526-dj58c9s78v.1680,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.53580,0,0,0,0
cpb-aacip-526-dj58c9s78v.81375,1.0,1.0,1.0,1.0
cpb-aacip-526-1j9765bd42.58305,0,0,0,0
cpb-aacip-526-dj58c9s78v.5925,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.82290,1.0,1.0,1.0,1.0
cpb-aacip-41-10wpzpt5.2640,0,0,0,0
cpb-aacip-507-ms3jw87c9c.104400,0,0,0,0
cpb-aacip-507-tq5r786f7w.95220,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.35055,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.17430,0,0,0,0
cpb-aacip-41-10wpzpt5.53700,0,0,0,0
cpb-aacip-283-61rfjj43.58890,1.0,0.0,0.0,0.0
cpb-aacip-398-278sfdms.107265,0,0,0,0
cpb-aacip-507-862b854459.101700,0,0,0,0
cpb-aacip-507-154dn40c26.105615,0,0,0,0
cpb-aacip-507-6t0gt5g28c.55410,0,0,0,0
cpb-aacip-507-154dn40c26.106020,0,0,0,0
cpb-aacip-526-dj58c9s78v.8340,1.0,1.0,1.0,1.0
cpb-aacip-526-3r0pr7nr8r.10740,0,0,0,0
cpb-aacip-189-623bk932.50310,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.6630,0,0,0,0
cpb-aacip-507-862b854459.101025,0,0,0,0
cpb-aacip-507-gm81j9807d.6405,0,0,0,0
cpb-aacip-507-154dn40c26.106110,0,0,0,0
cpb-aacip-398-278sfdms.70200,0,0,0,0
cpb-aacip-507-154dn40c26.106050,0,0,0,0
cpb-aacip-526-th8bg2jm3n.7200,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.99795,1.0,1.0,1.0,1.0
cpb-aacip-507-862b854459.47445,0,0,0,0
cpb-aacip-398-5370s4sx.86865,0,0,0,0
cpb-aacip-526-dj58c9s78v.3750,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.107895,1.0,1.0,1.0,1.0
cpb-aacip-131-375tb64j.48585,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.8580,0,0,0,0
cpb-aacip-526-dj58c9s78v.107955,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.35775,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.81645,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.2250,1.0,1.0,1.0,1.0
cpb-aacip-81-902z3f9j.420,0,0,0,0
cpb-aacip-526-r20rr1qt55.101130,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.50265,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.103710,1.0,1.0,1.0,1.0
cpb-aacip-507-154dn40c26.105765,0,0,0,0
cpb-aacip-507-gm81j9807d.106575,0,0,0,0
cpb-aacip-526-sb3ws8js1h.35880,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.59325,1.0,1.0,1.0,1.0
cpb-aacip-507-6t0gt5g28c.54000,0,0,0,0
cpb-aacip-398-278sfdms.107145,0,0,0,0
cpb-aacip-41-10wpzpt5.53760,0,0,0,0
cpb-aacip-283-61rfjj43.102900,0.0,0.0,0.0,0.0
cpb-aacip-398-00ns1wds.49725,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.101730,0,0,0,0
cpb-aacip-507-736m03zh49.4710,1.0,1.0,1.0,1.0
cpb-aacip-507-rj48p5w80b.53010,0,0,0,0
cpb-aacip-507-6t0gt5g28c.54105,0,0,0,0
cpb-aacip-507-gm81j9807d.55725,0,0,0,0
cpb-aacip-526-dj58c9s78v.83250,1.0,1.0,1.0,1.0
cpb-aacip-507-154dn40c26.105885,0,0,0,0
cpb-aacip-507-gm81j9807d.53745,0,0,0,0
cpb-aacip-507-tq5r786f7w.104790,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.57810,1.0,0.0,0.0,0.0
cpb-aacip-507-gm81j9807d.9000,0,0,0,0
cpb-aacip-901dfeea4db.59790,1.0,1.0,1.0,1.0
cpb-aacip-507-6t0gt5g28c.53985,0,0,0,0
cpb-aacip-526-sb3ws8js1h.35895,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.1530,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.1890,1.0,1.0,1.0,1.0
cpb-aacip-398-278sfdms.107190,0,0,0,0
cpb-aacip-0515ac167c0.53145,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.107685,1.0,1.0,1.0,1.0
cpb-aacip-526-3r0pr7nr8r.54015,0,0,0,0
cpb-aacip-526-jh3cz33b2z.50550,0,0,0,0
cpb-aacip-151-5m6251g16w.21225,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.107670,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.17490,0,0,0,0
cpb-aacip-526-sb3ws8js1h.18270,1.0,1.0,1.0,1.0
cpb-aacip-259-m32n9b08.44070,0,0,0,0
cpb-aacip-526-th8bg2jm3n.7395,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.1095,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.105045,1.0,1.0,1.0,1.0
cpb-aacip-507-154dn40c26.105900,0,0,0,0
cpb-aacip-507-6t0gt5g28c.54030,0,0,0,0
cpb-aacip-398-00ns1wds.50985,1.0,1.0,1.0,1.0
cpb-aacip-189-623bk932.50505,1.0,0.0,0.0,0.0
cpb-aacip-0515ac167c0.52845,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.78585,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.60825,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.58710,1.0,1.0,1.0,1.0
cpb-aacip-526-1j9765bd42.50970,0,0,0,0
cpb-aacip-81-902z3f9j.52065,0,0,0,0
cpb-aacip-507-rj48p5w80b.52125,0,0,0,0
cpb-aacip-259-4x54hm72.49545,0,0,0,0
cpb-aacip-283-61rfjj43.105315,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.1065,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.49650,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.49935,0,0,0,0
cpb-aacip-398-5370s4sx.85950,0,0,0,0
cpb-aacip-507-154dn40c26.105690,0,0,0,0
cpb-aacip-507-gm81j9807d.55980,0,0,0,0
cpb-aacip-41-10wpzpt5.53385,0,0,0,0
cpb-aacip-526-sb3ws8js1h.35670,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.50460,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.45105,0,0,0,0
cpb-aacip-901dfeea4db.107550,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.81705,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.107115,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.105060,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.4845,1.0,1.0,1.0,1.0
cpb-aacip-398-278sfdms.107235,0,0,0,0
cpb-aacip-526-jh3cz33b2z.30405,0,0,0,0
cpb-aacip-526-sb3ws8js1h.50610,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.30345,0,0,0,0
cpb-aacip-507-rj48p5w80b.51225,0,0,0,0
cpb-aacip-398-00ns1wds.4185,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.52275,1.0,1.0,1.0,1.0
cpb-aacip-259-4x54hm72.16785,0,0,0,0
cpb-aacip-221-03cz924b.50190,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.82065,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.5895,0,0,0,0
cpb-aacip-526-dj58c9s78v.107205,1.0,1.0,1.0,1.0
cpb-aacip-259-4x54hm72.10830,0,0,0,0
cpb-aacip-398-00ns1wds.49425,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.51465,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.18645,1.0,0.0,0.0,0.0
cpb-aacip-507-736m03zh49.93315,1.0,1.0,1.0,1.0
cpb-aacip-41-10wpzpt5.53520,0,0,0,0
cpb-aacip-526-sb3ws8js1h.50520,1.0,1.0,1.0,1.0
cpb-aacip-507-154dn40c26.1830,0,0,0,0
cpb-aacip-507-rj48p5w80b.52155,0,0,0,0
cpb-aacip-259-4j09zj5t.46725,0,0,0,0
cpb-aacip-398-00ns1wds.3075,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.45090,0,0,0,0
cpb-aacip-221-03cz924b.49830,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.16650,0,0,0,0
cpb-aacip-526-r20rr1qt55.77955,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.35820,1.0,1.0,1.0,1.0
cpb-aacip-507-rj48p5w80b.51135,0,0,0,0
cpb-aacip-507-154dn40c26.106200,0,0,0,0
cpb-aacip-526-sb3ws8js1h.480,1.0,0.0,0.0,0.0
cpb-aacip-507-154dn40c26.105795,0,0,0,0
cpb-aacip-259-ww76x89q.19215,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.78660,1.0,1.0,1.0,1.0
