guid,keys,vals,pairs,total
cpb-aacip-507-6t0gt5g28c.54615,0,0,0,0
cpb-aacip-41-10wpzpt5.53505,0,0,0,0
cpb-aacip-41-10wpzpt5.53220,0,0,0,0
cpb-aacip-526-jh3cz33b2z.4350,0,0,0,0
cpb-aacip-526-sb3ws8js1h.50565,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.51480,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.95235,1.0,1.0,1.0,1.0
cpb-aacip-259-4x54hm72.10860,0,0,0,0
cpb-aacip-507-rj48p5w80b.51315,0,0,0,0
cpb-aacip-901dfeea4db.1605,0.0,0.0,0.0,0.0
cpb-aacip-398-00ns1wds.49920,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.49785,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.103530,0.0,0.0,0.0,0.0
cpb-aacip-507-tq5r786f7w.95265,1.0,1.0,1.0,1.0
cpb-aacip-526-3r0pr7nr8r.54525,0,0,0,0
cpb-aacip-507-gm81j9807d.6660,0,0,0,0
cpb-aacip-526-r20rr1qt55.105840,1.0,1.0,1.0,1.0
cpb-aacip-507-154dn40c26.105840,0,0,0,0
cpb-aacip-526-dj58c9s78v.107070,1.0,1.0,1.0,1.0
cpb-aacip-526-1j9765bd42.58275,0,0,0,0
cpb-aacip-283-61rfjj43.57705,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.107460,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.79740,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.1995,1.0,1.0,1.0,1.0
cpb-aacip-151-nc5s75735d.25455,0,0,0,0
cpb-aacip-259-3n20fq7w.11145,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.4440,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.84000,1.0,0.0,0.0,0.0
cpb-aacip-398-00ns1wds.51570,1.0,1.0,1.0,1.0
cpb-aacip-526-3r0pr7nr8r.53715,0,0,0,0
cpb-aacip-41-10wpzpt5.53430,0,0,0,0
cpb-aacip-526-dj58c9s78v.8160,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.104430,0,0,0,0
cpb-aacip-151-5m6251g16w.21180,1.0,0.0,0.0,0.0
cpb-aacip-526-dj58c9s78v.82515,1.0,1.0,1.0,1.0
cpb-aacip-507-862b854459.100965,0,0,0,0
cpb-aacip-221-03cz924b.50265,0.5,0.5,0.75,0.1875
cpb-aacip-507-ms3jw87c9c.45150,0,0,0,0
cpb-aacip-398-00ns1wds.50730,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.19230,0,0,0,0
cpb-aacip-526-jh3cz33b2z.49995,0,0,0,0
cpb-aacip-507-tq5r786f7w.95160,1.0,1.0,1.0,1.0
cpb-aacip-526-3r0pr7nr8r.53745,0,0,0,0
cpb-aacip-259-4x54hm72.49905,0,0,0,0
cpb-aacip-526-dj58c9s78v.5760,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.45165,0,0,0,0
cpb-aacip-41-10wpzpt5.52965,0,0,0,0
cpb-aacip-507-gm81j9807d.8835,0,0,0,0
cpb-aacip-283-61rfjj43.103335,1.0,1.0,1.0,1.0
cpb-aacip-507-6t0gt5g28c.54375,0,0,0,0
cpb-aacip-507-6t0gt5g28c.4860,0,0,0,0
cpb-aacip-507-736m03zh49.50910,1.0,0.0,0.0,0.0
cpb-aacip-526-1j9765bd42.13545,0,0,0,0
cpb-aacip-507-ms3jw87c9c.104475,0,0,0,0
cpb-aacip-81-902z3f9j.270,0,0,0,0
cpb-aacip-526-dj58c9s78v.58665,1.0,0.0,0.0,0.0
cpb-aacip-259-4x54hm72.4530,0,0,0,0
cpb-aacip-259-3j39316x.57255,0,0,0,0
cpb-aacip-507-736m03zh49.51420,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.87195,1.0,1.0,1.0,1.0
cpb-aacip-507-7h1dj59628.102060,0,0,0,0
cpb-aacip-526-r20rr1qt55.105750,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.47310,1.0,0.0,0.0,0.0
cpb-aacip-526-dj58c9s78v.81885,1.0,1.0,1.0,1.0
cpb-aacip-81-902z3f9j.345,0,0,0,0
cpb-aacip-901dfeea4db.107610,1.0,1.0,1.0,1.0
cpb-aacip-526-1j9765bd42.57990,0,0,0,0
cpb-aacip-507-gm81j9807d.9255,0,0,0,0
cpb-aacip-41-10wpzpt5.2595,0,0,0,0
cpb-aacip-189-623bk932.50220,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.83640,1.0,1.0,1.0,1.0
cpb-aacip-507-154dn40c26.106185,0,0,0,0
cpb-aacip-526-dj58c9s78v.79815,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.59340,0,0,0,0
cpb-aacip-901dfeea4db.60870,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.50805,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.105000,1.0,1.0,1.0,1.0
cpb-aacip-526-th8bg2jm3n.7125,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.14985,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.4320,0,0,0,0
cpb-aacip-398-00ns1wds.51195,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.30255,0,0,0,0
cpb-aacip-283-61rfjj43.57735,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.83925,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.104520,0,0,0,0
cpb-aacip-526-dj58c9s78v.1725,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.87150,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.55050,0,0,0,0
cpb-aacip-526-dj58c9s78v.104415,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.7320,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.58125,1.0,1.0,1.0,1.0
cpb-aacip-507-154dn40c26.2010,0,0,0,0
cpb-aacip-901dfeea4db.1350,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.3465,1.0,0.0,0.0,0.0
cpb-aacip-526-jh3cz33b2z.30465,0,0,0,0
cpb-aacip-526-dj58c9s78v.25440,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.45840,1.0,1.0,1.0,1.0
cpb-aacip-507-154dn40c26.105870,0,0,0,0
cpb-aacip-526-sb3ws8js1h.18480,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.50970,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.52485,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.51330,0.0,0.0,0.0,0.0
cpb-aacip-507-736m03zh49.106110,1.0,1.0,1.0,1.0
cpb-aacip-526-3r0pr7nr8r.53595,0,0,0,0
cpb-aacip-526-dj58c9s78v.81510,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.33090,1.0,1.0,1.0,1.0
cpb-aacip-526-1j9765bd42.58080,0,0,0,0
cpb-aacip-131-375tb64j.48870,1.0,0.0,0.5,0.0
cpb-aacip-0515ac167c0.53370,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.28815,1.0,1.0,1.0,1.0
cpb-aacip-81-902z3f9j.52515,0,0,0,0
cpb-aacip-526-dj58c9s78v.28725,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.1500,1.0,0.0,0.0,0.0
cpb-aacip-526-3r0pr7nr8r.54030,0,0,0,0
cpb-aacip-398-278sfdms.106800,0,0,0,0
cpb-aacip-526-dj58c9s78v.2505,1.0,1.0,1.0,1.0
cpb-aacip-131-375tb64j.48885,0,0,0,0
cpb-aacip-507-gm81j9807d.55305,0,0,0,0
cpb-aacip-507-gm81j9807d.59175,0,0,0,0
cpb-aacip-0515ac167c0.52530,1.0,1.0,1.0,1.0
cpb-aacip-398-5370s4sx.87015,0,0,0,0
cpb-aacip-398-278sfdms.107220,0,0,0,0
cpb-aacip-507-ms3jw87c9c.78480,0,0,0,0
cpb-aacip-526-3r0pr7nr8r.14085,0,0,0,0
cpb-aacip-507-736m03zh49.105810,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.95565,0,0,0,0
cpb-aacip-526-3r0pr7nr8r.54165,0,0,0,0
cpb-aacip-221-03cz924b.49755,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.104910,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.84315,1.0,0.0,0.0,0.0
cpb-aacip-526-dj58c9s78v.107310,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.53655,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.101445,0,0,0,0
cpb-aacip-189-623bk932.50205,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.104355,0,0,0,0
cpb-aacip-221-03cz924b.50415,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.107385,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.25020,1.0,0.0,0.0,0.0
cpb-aacip-398-5370s4sx.86385,0,0,0,0
cpb-aacip-507-6t0gt5g28c.54750,0,0,0,0
cpb-aacip-526-1j9765bd42.120,0,0,0,0
cpb-aacip-526-th8bg2jm3n.7290,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.51405,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.83985,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.107565,1.0,0.0,0.0,0.0
cpb-aacip-507-7h1dj59628.102735,0,0,0,0
cpb-aacip-526-dj58c9s78v.8355,1.0,1.0,1.0,1.0
cpb-aacip-81-902z3f9j.52155,0,0,0,0
cpb-aacip-398-57np5q9c.31710,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.15045,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.51825,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.52875,0,0,0,0
cpb-aacip-526-dj58c9s78v.1875,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.81930,1.0,1.0,1.0,1.0
cpb-aacip-507-862b854459.100935,0,0,0,0
cpb-aacip-526-dj58c9s78v.107910,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.58080,1.0,1.0,1.0,1.0
cpb-aacip-293-30prr83h.103395,0,0,0,0
cpb-aacip-507-736m03zh49.50685,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.1380,1.0,1.0,1.0,1.0
cpb-aacip-398-5370s4sx.85965,0,0,0,0
cpb-aacip-259-3j39316x.57495,0,0,0,0
cpb-aacip-283-61rfjj43.102780,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.2010,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.60930,1.0,1.0,1.0,1.0
cpb-aacip-398-87brvczv.1890,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.105360,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.51000,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.6060,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.45045,0,0,0,0
cpb-aacip-398-278sfdms.9990,0,0,0,0
cpb-aacip-526-sb3ws8js1h.50910,1.0,1.0,1.0,1.0
cpb-aacip-259-ww76x89q.19155,1.0,1.0,1.0,1.0
cpb-aacip-526-1j9765bd42.58185,0,0,0,0
cpb-aacip-526-1j9765bd42.30,0,0,0,0
cpb-aacip-507-gm81j9807d.16695,0,0,0,0
cpb-aacip-526-sb3ws8js1h.33000,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.87645,1.0,0.0,0.0,0.0
cpb-aacip-189-623bk932.50235,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.3855,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.83910,1.0,1.0,1.0,1.0
cpb-aacip-259-4x54hm72.10890,0,0,0,0
cpb-aacip-526-sb3ws8js1h.18555,1.0,1.0,1.0,1.0
cpb-aacip-526-3r0pr7nr8r.53865,0,0,0,0
cpb-aacip-398-00ns1wds.51435,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.4140,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.1665,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.81495,1.0,1.0,1.0,1.0
cpb-aacip-81-902z3f9j.51930,0,0,0,0
cpb-aacip-526-dj58c9s78v.81570,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.101145,1.0,1.0,1.0,1.0
cpb-aacip-151-nc5s75735d.25500,0,0,0,0
cpb-aacip-526-th8bg2jm3n.7245,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.50250,0,0,0,0
cpb-aacip-507-736m03zh49.93180,1.0,1.0,1.0,1.0
cpb-aacip-507-154dn40c26.26760,0,0,0,0
cpb-aacip-507-736m03zh49.105150,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.7665,0,0,0,0
cpb-aacip-151-5m6251g16w.21495,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.107355,1.0,1.0,1.0,1.0
cpb-aacip-526-1j9765bd42.58200,0,0,0,0
cpb-aacip-901dfeea4db.87060,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.107640,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.8700,0,0,0,0
cpb-aacip-398-278sfdms.69210,0,0,0,0
cpb-aacip-259-ww76x89q.19050,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.54855,0,0,0,0
cpb-aacip-526-dj58c9s78v.5070,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.51045,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.107775,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.81210,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.52680,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.53295,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.50655,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.4110,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.28110,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.3435,1.0,1.0,1.0,1.0
cpb-aacip-526-th8bg2jm3n.7260,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.8640,0,0,0,0
cpb-aacip-41-10wpzpt5.53235,0,0,0,0
cpb-aacip-507-tq5r786f7w.48705,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.99900,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.18330,1.0,1.0,1.0,1.0
cpb-aacip-81-902z3f9j.52290,0,0,0,0
cpb-aacip-507-rj48p5w80b.52140,0,0,0,0
cpb-aacip-398-00ns1wds.50670,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.103665,0.0,0.0,0.0,0.0
cpb-aacip-398-00ns1wds.49530,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.1590,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.78450,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.6330,0,0,0,0
cpb-aacip-526-3r0pr7nr8r.11445,0,0,0,0
cpb-aacip-151-5m6251g16w.21405,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.2220,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.81165,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.57780,1.0,0.0,0.0,0.0
cpb-aacip-526-dj58c9s78v.8205,1.0,1.0,1.0,1.0
cpb-aacip-507-6t0gt5g28c.53760,0,0,0,0
cpb-aacip-507-gm81j9807d.59190,0,0,0,0
cpb-aacip-131-375tb64j.48840,0,0,0,0
cpb-aacip-507-736m03zh49.92040,1.0,1.0,1.0,1.0
cpb-aacip-259-3n20fq7w.39870,0.0,0.0,0.0,0.0
cpb-aacip-507-tq5r786f7w.99720,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.3825,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.95730,0,0,0,0
cpb-aacip-81-902z3f9j.52575,0,0,0,0
cpb-aacip-507-736m03zh49.105720,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.59445,0,0,0,0
cpb-aacip-283-61rfjj43.103245,1.0,1.0,1.0,1.0
cpb-aacip-398-72p5hz1h.18885,0,0,0,0
cpb-aacip-901dfeea4db.107955,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.78390,1.0,1.0,1.0,1.0
cpb-aacip-526-3r0pr7nr8r.53760,0,0,0,0
cpb-aacip-131-375tb64j.48915,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.50355,0.0,0.0,0.0,0.0
cpb-aacip-526-jh3cz33b2z.49905,0,0,0,0
cpb-aacip-526-dj58c9s78v.79245,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.5745,1.0,1.0,1.0,1.0
cpb-aacip-507-6t0gt5g28c.53625,0,0,0,0
cpb-aacip-526-dj58c9s78v.83235,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.56070,0,0,0,0
cpb-aacip-398-00ns1wds.49890,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.3030,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.1035,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.106215,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.52155,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.14910,1.0,0.0,0.0,0.0
cpb-aacip-526-dj58c9s78v.3990,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.102690,1.0,1.0,1.0,1.0
cpb-aacip-526-th8bg2jm3n.7350,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.52305,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.81690,1.0,1.0,1.0,1.0
cpb-aacip-526-3r0pr7nr8r.11400,0,0,0,0
cpb-aacip-398-00ns1wds.4875,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.57975,1.0,0.0,0.0,0.0
cpb-aacip-507-rj48p5w80b.51960,0,0,0,0
cpb-aacip-526-dj58c9s78v.27855,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.1560,1.0,1.0,1.0,1.0
cpb-aacip-81-902z3f9j.52230,0,0,0,0
cpb-aacip-398-00ns1wds.195,1.0,1.0,1.0,1.0
cpb-aacip-259-3n20fq7w.42360,1.0,0.0,0.0,0.0
cpb-aacip-526-r20rr1qt55.101205,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.43800,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.3975,1.0,1.0,1.0,1.0
cpb-aacip-507-154dn40c26.86955,0,0,0,0
cpb-aacip-526-jh3cz33b2z.50070,0,0,0,0
cpb-aacip-189-623bk932.50190,0.5,1.0,0.5,0.25
cpb-aacip-81-902z3f9j.52050,0,0,0,0
cpb-aacip-221-03cz924b.50385,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2962962962962963
cpb-aacip-398-5370s4sx.86985,0,0,0,0
cpb-aacip-526-r20rr1qt55.77940,1.0,0.0,0.0,0.0
cpb-aacip-526-th8bg2jm3n.7305,1.0,1.0,1.0,1.0
cpb-aacip-293-30prr83h.103380,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.104145,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.104340,0,0,0,0
cpb-aacip-507-rj48p5w80b.53025,0,0,0,0
cpb-aacip-526-1j9765bd42.50715,0,0,0,0
cpb-aacip-259-m32n9b08.44250,0,0,0,0
cpb-aacip-259-3n20fq7w.42330,1.0,0.0,0.0,0.0
cpb-aacip-507-154dn40c26.105285,0,0,0,0
cpb-aacip-398-00ns1wds.3855,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.7695,0,0,0,0
cpb-aacip-526-dj58c9s78v.83340,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.104895,0,0,0,0
cpb-aacip-507-gm81j9807d.55545,0,0,0,0
cpb-aacip-526-dj58c9s78v.83430,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.105870,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.51390,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.6075,1.0,0.0,0.0,0.0
cpb-aacip-398-72p5hz1h.10980,0,0,0,0
cpb-aacip-398-72p5hz1h.11070,0,0,0,0
cpb-aacip-526-dj58c9s78v.84030,1.0,1.0,1.0,1.0
cpb-aacip-259-4x54hm72.49605,0,0,0,0
cpb-aacip-507-6t0gt5g28c.4905,0,0,0,0
cpb-aacip-283-61rfjj43.58920,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.55425,0,0,0,0
cpb-aacip-398-57np5q9c.31695,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.81360,1.0,1.0,1.0,1.0
cpb-aacip-526-1j9765bd42.50790,0,0,0,0
cpb-aacip-507-6t0gt5g28c.54285,0,0,0,0
cpb-aacip-259-4x54hm72.49860,0,0,0,0
cpb-aacip-507-gm81j9807d.16665,0,0,0,0
cpb-aacip-398-5370s4sx.86805,0,0,0,0
cpb-aacip-259-3n20fq7w.40950,1.0,0.0,0.0,0.0
cpb-aacip-507-154dn40c26.1665,0,0,0,0
cpb-aacip-901dfeea4db.58230,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.2040,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.59220,1.0,0.0,0.0,0.0
cpb-aacip-398-00ns1wds.51375,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.78405,1.0,0.0,0.0,0.0
cpb-aacip-526-dj58c9s78v.83700,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.55575,0,0,0,0
cpb-aacip-526-dj58c9s78v.83205,1.0,0.0,0.0,0.0
cpb-aacip-398-00ns1wds.51060,1.0,1.0,1.0,1.0
cpb-aacip-259-4x54hm72.4500,0,0,0,0
cpb-aacip-507-ms3jw87c9c.104910,0,0,0,0
cpb-aacip-507-tq5r786f7w.95190,1.0,1.0,1.0,1.0
cpb-aacip-507-6t0gt5g28c.54555,0,0,0,0
cpb-aacip-507-862b854459.101580,0,0,0,0
cpb-aacip-507-gm81j9807d.55095,0,0,0,0
cpb-aacip-398-00ns1wds.51450,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.105360,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.77970,1.0,1.0,1.0,1.0
cpb-aacip-526-3r0pr7nr8r.54480,0,0,0,0
cpb-aacip-507-736m03zh49.93090,1.0,0.0,0.0,0.0
cpb-aacip-259-3j39316x.35265,0,0,0,0
cpb-aacip-526-dj58c9s78v.104235,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.50985,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.81945,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.105420,1.0,1.0,1.0,1.0
cpb-aacip-398-72p5hz1h.1785,0,0,0,0
cpb-aacip-283-61rfjj43.104550,1.0,1.0,1.0,1.0
cpb-aacip-259-3j39316x.44205,0,0,0,0
cpb-aacip-507-6t0gt5g28c.54795,0,0,0,0
cpb-aacip-507-736m03zh49.106065,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.50835,1.0,1.0,1.0,1.0
cpb-aacip-526-1j9765bd42.58020,0,0,0,0
cpb-aacip-901dfeea4db.1410,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.78480,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.1425,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.50205,1.0,1.0,1.0,1.0
cpb-aacip-398-57np5q9c.31590,1.0,0.0,0.0,0.0
cpb-aacip-221-03cz924b.49950,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.52575,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.78525,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.50310,0.6666666666666666,0.6666666666666666,0.4,0.17777777777777778
cpb-aacip-507-862b854459.101745,0,0,0,0
cpb-aacip-507-rj48p5w80b.51180,0,0,0,0
cpb-aacip-507-ms3jw87c9c.104415,0,0,0,0
cpb-aacip-507-tq5r786f7w.104925,1.0,1.0,1.0,1.0
cpb-aacip-259-3j39316x.57225,0,0,0,0
cpb-aacip-507-736m03zh49.101730,1.0,0.0,0.0,0.0
cpb-aacip-901dfeea4db.1050,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.50115,0.5,1.0,0.3333333333333333,0.16666666666666666
cpb-aacip-526-dj58c9s78v.4950,1.0,0.0,0.0,0.0
cpb-aacip-526-1j9765bd42.315,0,0,0,0
cpb-aacip-507-gm81j9807d.59205,0,0,0,0
cpb-aacip-526-sb3ws8js1h.35550,1.0,0.0,0.0,0.0
cpb-aacip-507-154dn40c26.105330,0,0,0,0
cpb-aacip-507-862b854459.101070,0,0,0,0
cpb-aacip-221-03cz924b.50475,0.0,0.0,0.0,0.0
cpb-aacip-507-tq5r786f7w.104415,0.0,1.0,0.0,0.0
cpb-aacip-507-tq5r786f7w.48690,1.0,0.0,0.0,0.0
cpb-aacip-0515ac167c0.51915,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.435,1.0,0.0,0.0,0.0
cpb-aacip-507-gm81j9807d.54885,0,0,0,0
cpb-aacip-507-ms3jw87c9c.44985,0,0,0,0
cpb-aacip-526-dj58c9s78v.79230,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.102645,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.3480,1.0,0.0,0.0,0.0
cpb-aacip-507-ms3jw87c9c.104790,0,0,0,0
cpb-aacip-398-278sfdms.69195,0,0,0,0
cpb-aacip-81-902z3f9j.300,0,0,0,0
cpb-aacip-0515ac167c0.53355,1.0,1.0,1.0,1.0
cpb-aacip-507-6t0gt5g28c.54735,0,0,0,0
cpb-aacip-398-00ns1wds.51510,1.0,1.0,1.0,1.0
cpb-aacip-398-5370s4sx.86115,0,0,0,0
cpb-aacip-526-dj58c9s78v.81960,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.6045,0,0,0,0
cpb-aacip-398-5370s4sx.86310,0,0,0,0
cpb-aacip-901dfeea4db.1725,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.25395,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.49755,0.5,0.5,0.3333333333333333,0.08333333333333333
cpb-aacip-221-03cz924b.50490,0,0,0,0
cpb-aacip-81-902z3f9j.495,0,0,0,0
cpb-aacip-398-00ns1wds.49590,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.51000,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.105780,1.0,1.0,1.0,1.0
cpb-aacip-526-1j9765bd42.50730,0,0,0,0
cpb-aacip-398-72p5hz1h.10995,0,0,0,0
cpb-aacip-398-00ns1wds.3720,1.0,0.0,0.0,0.0
cpb-aacip-507-ms3jw87c9c.44970,0,0,0,0
